name,position,element,fixture,oppoine,opponentposition,was_home,difficulty,minutes,starts,goals_scored,assists,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,red_cards,bonus,bps,total_points,value,xP,team_a_score,team_h_score,playerteamposition,penalties_missed,yellow_cards,clean_sheets,goals_conceded,saves,penalties_saved,team
Robin Olsen,GK,53,132,3,15,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,2,7,,0.0,0.0,0.0,0.0,0.0,Unknown
Andy Lonergan,GK,579,139,16,16,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,1,0,17,,0.0,0.0,0.0,0.0,0.0,Unknown
Wayne Hennessey,GK,448,139,9,17,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,0,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Remi Matthews,GK,233,140,19,14,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,1,1,11,,0.0,0.0,0.0,0.0,0.0,Unknown
Matthew Cox,GK,97,133,12,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,3,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Lawrence Vigouroux,GK,181,134,17,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,5,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Marcus Bettinelli,GK,192,135,5,6,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,3,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Ethan Horvath,GK,449,139,9,17,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,43,0.0,1,0,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Eddie Beach,GK,680,135,5,6,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,3,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Viljami Sinisalo,GK,57,132,3,15,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,2,7,,0.0,0.0,0.0,0.0,0.0,Unknown
Alfie Whiteman,GK,521,137,13,1,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,3,3,8,,0.0,0.0,0.0,0.0,0.0,Unknown
David Raya Martin,GK,113,131,20,13,True,4,90,1,,,1.9,18.6,0.0,0,,,,0.71,0,0,12,2,49,2.3,1,2,2,,0.0,0.0,1.0,2.0,0.0,Unknown
Thomas Kaminski,GK,614,133,4,9,False,4,90,1,,,2.3,22.6,0.0,0,,,,3.47,0,0,12,1,45,2.0,1,3,PROMOTED,,1.0,0.0,3.0,3.0,0.0,Unknown
Bailey Peacock-Farrell,GK,175,134,17,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,5,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Mark Flekken,GK,101,133,12,PROMOTED,True,5,90,1,,,0.5,5.0,0.0,0,,,,0.23,0,0,7,2,45,2.5,1,3,9,,0.0,0.0,1.0,0.0,0.0,Unknown
Martin Dubravka,GK,409,138,14,3,True,3,4,0,,,0.0,0.0,0.0,0,,,,0.18,0,0,3,1,39,0.2,0,1,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Darren Randolph,GK,80,132,2,7,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,2,15,,0.0,0.0,0.0,0.0,0.0,Unknown
Vincent Angelini,GK,752,133,12,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,1.8,1,3,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Ellery Balcombe,GK,91,133,12,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.5,1,3,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Kjell Scherpen,GK,147,135,7,12,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,3,6,,0.0,0.0,0.0,0.0,0.0,Unknown
Aaron Ramsdale,GK,17,131,20,13,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,47,2.0,1,2,2,,0.0,0.0,0.0,0.0,0.0,Unknown
Karl Hein,GK,646,131,20,13,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.5,1,2,2,,0.0,0.0,0.0,0.0,0.0,Unknown
Dean Henderson,GK,385,140,19,14,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,0.0,1,1,11,,0.0,0.0,0.0,0.0,0.0,Unknown
James Trafford,GK,596,134,17,PROMOTED,True,5,90,1,,,2.8,27.8,0.0,0,,,,0.39,0,0,29,7,45,2.8,0,5,PROMOTED,,0.0,1.0,0.0,3.0,0.0,Unknown
Karl Darlow,GK,408,138,14,3,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,1,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Stefan Ortega Moreno,GK,361,137,18,8,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,1.0,3,3,1,,0.0,0.0,0.0,0.0,0.0,Unknown
Sam Johnstone,GK,230,140,19,14,False,4,90,1,,,1.6,15.6,0.0,0,,,,1.26,0,0,13,2,47,3.2,1,1,11,,0.0,0.0,1.0,2.0,0.0,Unknown
Djordje Petrovic,GK,687,135,5,6,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,45,0.0,2,3,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Lukasz Fabianski,GK,533,140,8,11,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,42,0.0,1,1,14,,0.0,0.0,0.0,0.0,0.0,Unknown
Jason Steele,GK,148,135,7,12,False,4,90,1,,,1.2,12.2,0.0,0,,,,1.93,0,0,11,1,43,0.8,2,3,6,,0.0,0.0,3.0,2.0,0.0,Unknown
Nick Pope,GK,424,138,14,3,True,3,85,1,,,0.9,9.2,0.0,0,,,,0.17,0,0,20,6,55,4.8,0,1,4,,0.0,1.0,0.0,1.0,0.0,Unknown
Tom McGill,GK,141,135,7,12,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,2,3,6,,0.0,0.0,0.0,0.0,0.0,Unknown
Ederson Santana de Moraes,GK,352,137,18,8,True,4,90,1,,,1.1,10.8,0.0,0,,,,0.49,0,0,13,1,55,2.5,3,3,1,,0.0,0.0,3.0,1.0,0.0,Unknown
Matija Šarkić,GK,571,131,1,2,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,2,13,,0.0,0.0,0.0,0.0,0.0,Unknown
Kepa Arrizabalaga,GK,187,135,5,6,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,50,0.0,2,3,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Mark Travers,GK,88,132,2,7,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,2,15,,0.0,0.0,0.0,0.0,0.0,Unknown
Guglielmo Vicario,GK,520,137,13,1,False,3,90,1,,,1.7,16.6,0.0,0,,,,2.64,0,0,13,1,52,0.2,3,3,8,,0.0,0.0,3.0,2.0,0.0,Unknown
Alphonse Areola,GK,524,140,8,11,True,4,90,1,,,0.8,7.6,0.0,0,,,,0.88,0,0,9,2,43,2.0,1,1,14,,0.0,0.0,1.0,1.0,0.0,Unknown
Alisson Ramses Becker,GK,291,136,10,10,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,56,0.0,3,4,5,,0.0,0.0,0.0,0.0,0.0,Unknown
Joe Whitworth,GK,243,140,19,14,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,1,11,,0.0,0.0,0.0,0.0,0.0,Unknown
Loris Karius,GK,580,138,14,3,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,0,1,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Bart Verbruggen,GK,152,135,7,12,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,1.5,2,3,6,,0.0,0.0,0.0,0.0,0.0,Unknown
Bernd Leno,GK,275,136,11,5,False,3,90,1,,,5.2,51.8,0.1,0,,,,2.22,0,0,23,1,47,1.5,3,4,10,,0.0,0.0,4.0,9.0,0.0,Unknown
Tim Krul,GK,665,133,4,9,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,-0.5,1,3,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Hugo Lloris,GK,502,137,13,1,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,48,-1.0,3,3,8,,0.0,0.0,0.0,0.0,0.0,Unknown
Marek Rodák,GK,284,136,11,5,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,-0.5,3,4,10,,0.0,0.0,0.0,0.0,0.0,Unknown
André Onana,GK,597,138,15,4,False,3,90,1,,,2.4,23.8,0.0,0,,,,2.65,0,0,18,3,48,6.5,0,1,3,,0.0,0.0,1.0,3.0,0.0,Unknown
Caoimhin Kelleher,GK,301,136,10,10,True,4,90,1,,,1.9,19.4,0.0,0,,,,1.22,0,0,16,1,39,0.7,3,4,5,,0.0,0.0,3.0,2.0,0.0,Unknown
Arijanet Muric,GK,172,134,17,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,43,0.0,0,5,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Thomas Strakosha,GK,116,133,12,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.7,1,3,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Adrián San Miguel del Castillo,GK,289,136,10,10,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.5,3,4,5,,0.0,0.0,0.0,0.0,0.0,Unknown
Gabriel Słonina,GK,215,135,5,6,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,3,12,,0.0,0.0,0.0,0.0,0.0,Unknown
George Shelvey,GK,636,139,9,17,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,0,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Lucas Bergström,GK,659,135,5,6,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,3,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Matt Macey,GK,323,133,4,9,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,3,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Oliwier Zych,GK,686,132,3,15,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,2,7,,0.0,0.0,0.0,0.0,0.0,Unknown
Steven Benda,GK,692,136,11,5,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,-0.5,3,4,10,,0.0,0.0,0.0,0.0,0.0,Unknown
Norberto Murara Neto,GK,77,132,2,7,True,4,90,1,,,1.5,15.0,0.0,0,,,,0.68,0,0,10,1,45,3.0,2,2,15,,0.0,0.0,2.0,1.0,0.0,Unknown
Jordan Pickford,GK,263,139,16,16,False,5,90,1,,,1.6,16.0,0.0,0,,,,0.71,0,1,23,7,44,3.0,1,0,17,,0.0,1.0,0.0,2.0,0.0,Unknown
Tom King,GK,564,131,1,2,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,-0.5,1,2,13,,0.0,0.0,0.0,0.0,0.0,Unknown
Emiliano Martínez Romero,GK,49,132,3,15,False,5,90,1,,,4.6,45.8,0.0,0,,,,2.02,0,0,25,2,49,2.5,2,2,7,,0.0,0.0,2.0,5.0,0.0,Unknown
Jordan Amissah,GK,472,134,6,PROMOTED,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,0,5,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Tom Heaton,GK,384,138,15,4,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,1,3,,0.0,0.0,0.0,0.0,0.0,Unknown
Daniel Bentley,GK,546,131,1,2,False,3,67,0,,,2.6,26.4,0.0,0,,,,2.35,0,1,27,8,39,1.5,1,2,13,,0.0,1.0,0.0,3.0,0.0,Unknown
Odysseas Vlachodimos,GK,710,139,9,17,True,5,90,1,,,1.1,10.8,0.0,0,,,,0.7,0,0,13,2,45,3.0,1,0,16,,0.0,0.0,1.0,1.0,0.0,Unknown
Adam Davies,GK,479,134,6,PROMOTED,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,5,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Zack Steffen,GK,367,137,18,8,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,1.0,3,3,1,,0.0,0.0,0.0,0.0,0.0,Unknown
Altay Bayindir,GK,695,138,15,4,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,1,3,,0.0,0.0,0.0,0.0,0.0,Unknown
Fraser Forster,GK,498,137,13,1,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,-1.0,3,3,8,,0.0,0.0,0.0,0.0,0.0,Unknown
José Malheiro de Sá,GK,569,131,1,2,False,3,22,1,,,0.8,7.6,0.0,0,,,,0.53,0,0,5,0,50,0.7,1,2,13,,0.0,0.0,2.0,1.0,0.0,Unknown
João Neves Virgínia,GK,266,139,16,16,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,1,0,17,,0.0,0.0,0.0,0.0,0.0,Unknown
Jack Walton,GK,338,133,4,9,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,3,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Rúnar Alex Rúnarsson,GK,18,131,20,13,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,2,2,,0.0,0.0,0.0,0.0,0.0,Unknown
Scott Carson,GK,347,137,18,8,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,1.0,3,3,1,,0.0,0.0,0.0,0.0,0.0,Unknown
Wes Foderingham,GK,482,134,6,PROMOTED,False,5,90,1,,,1.2,12.0,0.0,0,,,,1.81,0,0,12,0,45,2.5,0,5,PROMOTED,,0.0,0.0,5.0,2.0,0.0,Unknown
Matt Turner,GK,28,139,9,17,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,41,0.0,1,0,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Robert Sánchez,GK,145,135,5,6,True,3,90,1,,,4.8,47.6,0.0,0,,,,1.02,0,0,21,2,46,1.8,2,3,12,,1.0,0.0,2.0,7.0,0.0,Unknown
Filip Marschall,GK,670,132,3,15,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,2,7,,0.0,0.0,0.0,0.0,0.0,Unknown
Joseph Anang,GK,647,140,8,11,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,1,14,,0.0,0.0,0.0,0.0,0.0,Unknown
Mark Gillespie,GK,411,138,14,3,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,0,1,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Vicente Guaita,GK,227,140,19,14,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,0.0,1,1,11,,0.0,0.0,0.0,0.0,0.0,Unknown
Radek Vítek,GK,669,150,7,12,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.5,1,2,3,,0.0,0.0,0.0,0.0,0.0,Unknown
Ionuț Radu,GK,607,143,8,11,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,0.0,2,0,15,,0.0,0.0,0.0,0.0,0.0,Unknown
Denis Franchi,GK,169,149,20,13,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,-0.5,0,1,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
James Shea,GK,335,146,1,2,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,43,-1.0,4,3,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Brandon Austin,GK,491,148,19,14,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,2,1,8,,0.0,0.0,0.0,0.0,0.0,Unknown
Robin Olsen,GK,53,141,13,1,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,-1.0,0,1,7,,0.0,0.0,0.0,0.0,0.0,Unknown
Andy Lonergan,GK,579,144,15,4,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,-0.5,0,3,17,,0.0,0.0,0.0,0.0,0.0,Unknown
Wayne Hennessey,GK,448,145,10,10,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,5,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Remi Matthews,GK,233,143,3,15,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,2,0,11,,0.0,0.0,0.0,0.0,0.0,Unknown
Matthew Cox,GK,97,142,5,6,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,2,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Lawrence Vigouroux,GK,181,149,20,13,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,-0.5,0,1,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Marcus Bettinelli,GK,192,150,14,3,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,-0.5,1,2,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Ethan Horvath,GK,449,145,10,10,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,43,0.0,0,5,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Eddie Beach,GK,680,150,14,3,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,-0.5,1,2,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Viljami Sinisalo,GK,57,141,13,1,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,1,7,,0.0,0.0,0.0,0.0,0.0,Unknown
Alfie Whiteman,GK,521,148,19,14,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,2,1,8,,0.0,0.0,0.0,0.0,0.0,Unknown
David Raya Martin,GK,113,146,12,PROMOTED,False,5,90,1,,,0.0,0.0,0.0,0,,,,0.5,0,0,3,1,49,2.5,4,3,2,,0.0,0.0,3.0,1.0,0.0,Unknown
Thomas Kaminski,GK,614,146,1,2,True,3,90,1,,,4.5,45.4,0.0,0,,,,2.44,0,0,19,1,45,1.0,4,3,PROMOTED,,0.0,0.0,4.0,5.0,0.0,Unknown
Bailey Peacock-Farrell,GK,175,149,20,13,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,1,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Mark Flekken,GK,101,142,5,6,False,3,90,1,,,3.8,38.4,0.0,0,,,,1.52,0,0,18,2,45,2.5,1,2,9,,0.0,0.0,2.0,5.0,0.0,Unknown
Martin Dubravka,GK,409,144,9,17,False,5,90,1,,,3.0,30.0,0.0,0,,,,3.23,0,0,20,2,40,1.3,0,3,4,,0.0,0.0,3.0,3.0,0.0,Unknown
Darren Randolph,GK,80,143,8,11,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,0,15,,0.0,0.0,0.0,0.0,0.0,Unknown
Vincent Angelini,GK,752,142,5,6,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,2,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Ellery Balcombe,GK,91,142,5,6,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,1,2,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Kjell Scherpen,GK,147,142,4,9,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,2,6,,0.0,0.0,0.0,0.0,0.0,Unknown
Aaron Ramsdale,GK,17,146,12,PROMOTED,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,47,2.5,4,3,2,,0.0,0.0,0.0,0.0,0.0,Unknown
Karl Hein,GK,646,146,12,PROMOTED,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,1.0,4,3,2,,0.0,0.0,0.0,0.0,0.0,Unknown
Dean Henderson,GK,385,143,3,15,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,0.0,2,0,11,,0.0,0.0,0.0,0.0,0.0,Unknown
James Trafford,GK,596,149,20,13,False,4,90,1,,,2.2,21.8,0.0,0,,,,0.83,0,0,14,3,45,2.7,0,1,PROMOTED,,0.0,0.0,1.0,3.0,0.0,Unknown
Karl Darlow,GK,408,144,9,17,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,3,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Stefan Ortega Moreno,GK,361,141,2,7,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,1.0,0,1,1,,0.0,0.0,0.0,0.0,0.0,Unknown
Sam Johnstone,GK,230,143,3,15,True,5,90,1,,,1.8,17.6,0.0,0,,,,1.74,0,0,12,1,47,1.2,2,0,11,,0.0,0.0,2.0,2.0,0.0,Unknown
Djordje Petrovic,GK,687,150,14,3,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,45,-0.5,1,2,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Lukasz Fabianski,GK,533,148,18,8,False,4,90,1,,,4.0,40.2,0.0,0,,,,1.74,0,0,20,3,42,0.8,2,1,14,,0.0,0.0,1.0,5.0,0.0,Unknown
Jason Steele,GK,148,142,4,9,True,4,90,1,,,0.4,3.8,0.0,0,,,,1.33,0,0,8,2,43,1.2,1,2,6,,0.0,0.0,1.0,0.0,0.0,Unknown
Nick Pope,GK,424,144,9,17,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,55,0.9,0,3,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Tom McGill,GK,141,142,4,9,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,1,2,6,,0.0,0.0,0.0,0.0,0.0,Unknown
Ederson Santana de Moraes,GK,352,141,2,7,False,4,90,1,,,4.6,45.6,0.0,0,,,,2.04,0,0,23,4,55,3.0,0,1,1,,0.0,0.0,1.0,6.0,0.0,Unknown
Matija Šarkić,GK,571,149,6,PROMOTED,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,1,13,,0.0,0.0,0.0,0.0,0.0,Unknown
Kepa Arrizabalaga,GK,187,150,14,3,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,50,0.0,1,2,12,,0.0,0.0,0.0,0.0,0.0,Unknown
Mark Travers,GK,88,143,8,11,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,0,15,,0.0,0.0,0.0,0.0,0.0,Unknown
Guglielmo Vicario,GK,520,148,19,14,True,4,90,1,,,2.8,28.2,0.0,0,,,,2.07,0,0,21,2,52,1.5,2,1,8,,0.0,0.0,2.0,3.0,0.0,Unknown
Alphonse Areola,GK,524,148,18,8,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,43,1.8,2,1,14,,0.0,0.0,0.0,0.0,0.0,Unknown
Alisson Ramses Becker,GK,291,147,17,PROMOTED,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,56,0.0,2,0,5,,0.0,0.0,0.0,0.0,0.0,Unknown
Joe Whitworth,GK,243,143,3,15,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,2,0,11,,0.0,0.0,0.0,0.0,0.0,Unknown
Loris Karius,GK,580,144,9,17,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.5,0,3,4,,0.0,0.0,0.0,0.0,0.0,Unknown
Bart Verbruggen,GK,152,142,4,9,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,0.2,1,2,6,,0.0,0.0,0.0,0.0,0.0,Unknown
Bernd Leno,GK,275,145,16,16,True,5,90,1,,,1.6,15.8,0.0,0,,,,0.29,0,0,28,6,47,2.8,0,5,10,,0.0,1.0,0.0,1.0,0.0,Unknown
Tim Krul,GK,665,146,1,2,True,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,44,-1.0,4,3,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Hugo Lloris,GK,502,148,19,14,True,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,48,0.0,2,1,8,,0.0,0.0,0.0,0.0,0.0,Unknown
Marek Rodák,GK,284,145,16,16,True,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,0,5,10,,0.0,0.0,0.0,0.0,0.0,Unknown
André Onana,GK,597,150,7,12,True,4,90,1,,,1.5,15.0,0.0,0,,,,1.4,0,0,11,2,48,6.0,1,2,3,,0.0,0.0,1.0,2.0,0.0,Unknown
Caoimhin Kelleher,GK,301,147,17,PROMOTED,False,5,90,1,,,1.3,13.2,0.0,0,,,,0.66,0,0,25,6,40,2.8,2,0,5,,0.0,1.0,0.0,1.0,0.0,Unknown
Arijanet Muric,GK,172,149,20,13,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,43,-0.1,0,1,PROMOTED,,0.0,0.0,0.0,0.0,0.0,Unknown
Thomas Strakosha,GK,116,142,5,6,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,39,0.0,1,2,9,,0.0,0.0,0.0,0.0,0.0,Unknown
Adrián San Miguel del Castillo,GK,289,147,17,PROMOTED,False,5,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,1.0,2,0,5,,0.0,0.0,0.0,0.0,0.0,Unknown
Gabriel Słonina,GK,215,150,14,3,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,1,2,12,,0.0,0.0,0.0,0.0,0.0,Unknown
George Shelvey,GK,636,145,10,10,False,4,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,0.0,0,5,16,,0.0,0.0,0.0,0.0,0.0,Unknown
Lucas Bergström,GK,659,150,14,3,False,3,0,0,,,0.0,0.0,0.0,0,,,,0.0,0,0,0,0,40,-0.5,1,2,12,,0.0,0.0,0.0,0.0,0.0,Unknown
